disease,age,sex,agesex,n_a,n_b,n_c,p_a,p_b,p_c,morbidity
CardiovascularCold,0,MALE,0MALE,0.0010519947,-0.0010520323,3.75927157822332E-008,0.0010519947,-0.0010520323,3.75911635610864E-008,0.1674876605
CardiovascularCold,1,MALE,1MALE,0.0010554196,-0.0010554622,4.26498257122735E-008,0.0010554196,-0.0010554622,4.26484838603688E-008,0.1674876605
CardiovascularCold,2,MALE,2MALE,0.0010950295,-0.0010950798,5.03280342537898E-008,0.0010950295,-0.0010950798,5.03273102811927E-008,0.1674876605
CardiovascularCold,3,MALE,3MALE,0.001171636,-0.0011716971,6.10989565339406E-008,0.001171636,-0.0011716971,6.10975843980216E-008,0.1674876605
CardiovascularCold,4,MALE,4MALE,0.0012782098,-0.0012782852,7.53194429936685E-008,0.0012782098,-0.0012782852,7.53173524150228E-008,0.1674876605
CardiovascularCold,5,MALE,5MALE,0.001406148,-0.0014062414,9.3387192060439E-008,0.001406148,-0.0014062414,9.33866480364374E-008,0.3744656321
CardiovascularCold,6,MALE,6MALE,0.0015580191,-0.0015581354,1.16290255701844E-007,0.0015580191,-0.0015581354,1.16288865368518E-007,0.3744656321
CardiovascularCold,7,MALE,7MALE,0.0017357752,-0.0017359204,1.45213959795738E-007,0.0017357752,-0.0017359204,1.45212882962135E-007,0.3744656321
CardiovascularCold,8,MALE,8MALE,0.0019422616,-0.0019424433,1.81703462429067E-007,0.0019422616,-0.0019424433,1.81700200016297E-007,0.3744656321
CardiovascularCold,9,MALE,9MALE,0.0021713535,-0.0021715805,0.000000227,0.0021713535,-0.0021715805,0.000000227,0.3744656321
CardiovascularCold,10,MALE,10MALE,0.002425408,-0.0024256908,2.82875345321691E-007,0.002425408,-0.0024256908,2.82865518319689E-007,0.3744656321
CardiovascularCold,11,MALE,11MALE,0.002706788,-0.0027071396,3.51639332257175E-007,0.002706788,-0.0027071396,3.51622436703561E-007,0.3744656321
CardiovascularCold,12,MALE,12MALE,0.0030188882,-0.0030193246,4.36448819510827E-007,0.0030188881,-0.0030193246,4.36425547516734E-007,0.3744656321
CardiovascularCold,13,MALE,13MALE,0.0033658719,-0.0033664132,5.41340317099627E-007,0.0033658719,-0.0033664132,5.41306606558222E-007,0.3744656321
CardiovascularCold,14,MALE,14MALE,0.003747399,-0.0037480692,6.70198706294511E-007,0.0037473989,-0.0037480691,6.70153066259617E-007,0.3744656321
CardiovascularCold,15,MALE,15MALE,0.0041669779,-0.0041678057,8.27864230713962E-007,0.0041669778,-0.0041678056,8.27802867565616E-007,0.1854976253
CardiovascularCold,16,MALE,16MALE,0.0046286052,-0.0046296253,1.02008736093029E-006,0.0046286051,-0.0046296251,0.00000102,0.1854976253
CardiovascularCold,17,MALE,17MALE,0.005136895,-0.0051381495,1.25450778558628E-006,0.0051368949,-0.0051381493,1.25439592127372E-006,0.1854976253
CardiovascularCold,18,MALE,18MALE,0.0056983075,-0.0056998483,1.5407216333564E-006,0.0056983074,-0.005699848,1.54057008814525E-006,0.1854976253
CardiovascularCold,19,MALE,19MALE,0.0063177791,-0.0063196677,1.88860143617578E-006,0.0063177789,-0.0063196673,1.88839530351953E-006,0.1854976253
CardiovascularCold,20,MALE,20MALE,0.0069953055,-0.0069976119,2.30637523328719E-006,0.0069953052,-0.0069976113,2.3060981699016E-006,0.1854976253
CardiovascularCold,21,MALE,21MALE,0.0077335693,-0.0077363723,0.000002803,0.007733569,-0.0077363716,2.80267607824477E-006,0.1854976253
CardiovascularCold,22,MALE,22MALE,0.0085423823,-0.0085457824,3.40008949980826E-006,0.0085423818,-0.0085457814,3.39959860201053E-006,0.1854976253
CardiovascularCold,23,MALE,23MALE,0.0094297504,-0.0094338742,4.1238110716715E-006,0.0094297498,-0.0094338729,4.12315810690273E-006,0.1854976253
CardiovascularCold,24,MALE,24MALE,0.0103971991,-0.0104021944,4.99529538512763E-006,0.0103971982,-0.0104021926,4.99442276775348E-006,0.1854976253
CardiovascularCold,25,MALE,25MALE,0.0114507837,-0.0114568244,6.0406505195287E-006,0.0114507826,-0.0114568221,6.03948912099047E-006,0.1854976253
CardiovascularCold,26,MALE,26MALE,0.0125961296,-0.0126034271,7.29745332274168E-006,0.0125961281,-0.0126034241,7.29590955371705E-006,0.1854976253
CardiovascularCold,27,MALE,27MALE,0.0138453255,-0.0138541461,8.82067257197069E-006,0.0138453235,-0.0138541421,8.81861296208564E-006,0.1854976253
CardiovascularCold,28,MALE,28MALE,0.0152061497,-0.0152168115,1.06618134188055E-005,0.0152061471,-0.0152168061,1.0659062581957E-005,0.1854976253
CardiovascularCold,29,MALE,29MALE,0.0166806582,-0.0166935251,1.28668856731617E-005,0.0166806547,-0.0166935179,1.28632169990076E-005,0.1854976253
CardiovascularCold,30,MALE,30MALE,0.0182735361,-0.0182890316,1.54955543235201E-005,0.0182735314,-0.0182890221,1.5490684322323E-005,0.1364337125
CardiovascularCold,31,MALE,31MALE,0.0199847924,-0.0200034083,1.86159314965348E-005,0.0199847862,-0.0200033957,1.86094825212506E-005,0.1364337125
CardiovascularCold,32,MALE,32MALE,0.0218186213,-0.0218409385,2.23172505018842E-005,0.0218186132,-0.0218409219,2.23087375752637E-005,0.1364337125
CardiovascularCold,33,MALE,33MALE,0.0237905293,-0.0238172505,2.67211962470021E-005,0.0237905186,-0.0238172286,0.00002671,0.1364337125
CardiovascularCold,34,MALE,34MALE,0.0258989673,-0.0259309306,3.19632948715799E-005,0.0258989532,-0.0259309017,3.1948463992058E-005,0.1364337125
CardiovascularCold,35,MALE,35MALE,0.0281593275,-0.0281975373,3.8209796647311E-005,0.0281593089,-0.0281974991,3.81901995430562E-005,0.1364337125
CardiovascularCold,36,MALE,36MALE,0.0305685658,-0.0306141763,4.5610481503011E-005,0.0305685412,-0.0306141258,4.55846123706064E-005,0.1364337125
CardiovascularCold,37,MALE,37MALE,0.0331382441,-0.0331925858,5.43417014679508E-005,0.0331382117,-0.0331925193,5.4307630115277E-005,0.1364337125
CardiovascularCold,38,MALE,38MALE,0.0358727054,-0.0359373204,6.46150548159339E-005,0.0358726628,-0.0359372331,6.45702683466402E-005,0.1364337125
CardiovascularCold,39,MALE,39MALE,0.0387383488,-0.0388149952,7.66464068746277E-005,0.0387382929,-0.0388148805,7.65876389578666E-005,0.1364337125
CardiovascularCold,40,MALE,40MALE,0.0417208886,-0.0418115941,9.07055563998685E-005,0.0417208153,-0.0418114438,9.06285195911829E-005,0.1364337125
CardiovascularCold,41,MALE,41MALE,0.0448259365,-0.0449330499,0.0001071135,0.0448258404,-0.0449328531,0.0001070126,0.1364337125
CardiovascularCold,42,MALE,42MALE,0.0480399792,-0.0481661116,0.0001261326,0.0480398536,-0.0481658543,0.0001260007,0.1364337125
CardiovascularCold,43,MALE,43MALE,0.0513413348,-0.0514893065,0.0001479719,0.0513411714,-0.0514889716,0.0001478002,0.1364337125
CardiovascularCold,44,MALE,44MALE,0.0546874092,-0.054860234,0.000172825,0.0546871976,-0.0548598001,0.0001726026,0.1364337125
CardiovascularCold,45,MALE,45MALE,0.0580733671,-0.0582743545,0.0002009877,0.058073094,-0.0582737947,0.0002007007,0.1188698809
CardiovascularCold,46,MALE,46MALE,0.0614466322,-0.0616791846,0.0002325527,0.0614462817,-0.0616784662,0.0002321845,0.1188698809
CardiovascularCold,47,MALE,47MALE,0.0647503676,-0.0650175162,0.0002671489,0.0647499226,-0.065016604,0.0002666814,0.1188698809
CardiovascularCold,48,MALE,48MALE,0.0679112691,-0.0682152184,0.0003039498,0.0679107127,-0.0682140779,0.0003033652,0.1188698809
CardiovascularCold,49,MALE,49MALE,0.0708532227,-0.0711954976,0.0003422756,0.0708525367,-0.0711940917,0.0003415549,0.1188698809
CardiovascularCold,50,MALE,50MALE,0.073588143,-0.0739708865,0.0003827443,0.0735873027,-0.0739691642,0.0003818615,0.1188698809
CardiovascularCold,51,MALE,51MALE,0.0761713999,-0.0765972337,0.0004258347,0.076170375,-0.0765951328,0.0004247578,0.1188698809
CardiovascularCold,52,MALE,52MALE,0.0785822836,-0.0790528817,0.0004705993,0.0785810449,-0.0790503427,0.0004692978,0.1188698809
CardiovascularCold,53,MALE,53MALE,0.0807529709,-0.0812687024,0.000515733,0.0807514921,-0.0812656714,0.0005141793,0.1188698809
CardiovascularCold,54,MALE,54MALE,0.0825886303,-0.0831486948,0.0005600662,0.0825868868,-0.0831451211,0.0005582343,0.1188698809
CardiovascularCold,55,MALE,55MALE,0.0841294781,-0.0847329686,0.0006034925,0.0841274417,-0.0847287948,0.000601353,0.1188698809
CardiovascularCold,56,MALE,56MALE,0.0854395974,-0.086085749,0.0006461539,0.0854372344,-0.0860809057,0.0006436712,0.1188698809
CardiovascularCold,57,MALE,57MALE,0.0865491156,-0.0872367826,0.0006876697,0.0865463918,-0.0872311997,0.0006848078,0.1188698809
CardiovascularCold,58,MALE,58MALE,0.0874275877,-0.0881545744,0.0007269898,0.0874244745,-0.0881481934,0.0007237187,0.1188698809
CardiovascularCold,59,MALE,59MALE,0.0880123613,-0.0887751479,0.0007627901,0.0880088455,-0.0887679415,0.0007590959,0.1188698809
CardiovascularCold,60,MALE,60MALE,0.0883855817,-0.0891805913,0.0007950134,0.0883816513,-0.089172535,0.0007908835,0.1124724971
CardiovascularCold,61,MALE,61MALE,0.088660765,-0.0894870978,0.000826337,0.0886563579,-0.0894780643,0.0008217062,0.1124724971
CardiovascularCold,62,MALE,62MALE,0.088916702,-0.0897748448,0.0008581476,0.0889117081,-0.0897646082,0.0008528999,0.1124724971
CardiovascularCold,63,MALE,63MALE,0.0891982051,-0.0900888102,0.0008906107,0.089192531,-0.0900771793,0.000884648,0.1124724971
CardiovascularCold,64,MALE,64MALE,0.0892612191,-0.0901830972,0.0009218843,0.0892548712,-0.090170085,0.0009152134,0.1124724971
CardiovascularCold,65,MALE,65MALE,0.0889405136,-0.0898722978,0.0009317905,0.0889340534,-0.0898590554,0.0009250017,0.1124724971
CardiovascularCold,66,MALE,66MALE,0.088607535,-0.0895494002,0.0009418717,0.088600958,-0.0895359184,0.0009349601,0.1124724971
CardiovascularCold,67,MALE,67MALE,0.0882756629,-0.0892282139,0.0009525575,0.0882689602,-0.0892144741,0.0009455136,0.1124724971
CardiovascularCold,68,MALE,68MALE,0.0877633213,-0.0887261269,0.0009628123,0.0877564873,-0.0887121181,0.0009556305,0.1124724971
CardiovascularCold,69,MALE,69MALE,0.0869594436,-0.0879310158,0.000971579,0.0869524794,-0.0879167401,0.0009642603,0.1124724971
CardiovascularCold,70,MALE,70MALE,0.0861110096,-0.0870906863,0.0009796836,0.0861039172,-0.0870761478,0.0009722303,0.091702165
CardiovascularCold,71,MALE,71MALE,0.0852990331,-0.0862875614,0.0009885354,0.0852918018,-0.0862727381,0.000980936,0.091702165
CardiovascularCold,72,MALE,72MALE,0.0844877044,-0.0854856098,0.0009979127,0.0844803235,-0.0854704799,0.0009901561,0.091702165
CardiovascularCold,73,MALE,73MALE,0.08369389,-0.0847020695,0.0010081869,0.0836863445,-0.0846866023,0.0010002574,0.091702165
CardiovascularCold,74,MALE,74MALE,0.0827547969,-0.0837726444,0.001017855,0.0827470802,-0.083756826,0.0010097455,0.091702165
CardiovascularCold,75,MALE,75MALE,0.081661895,-0.0826887611,0.0010268739,0.0816539992,-0.0826725758,0.0010185762,0.091702165
CardiovascularCold,76,MALE,76MALE,0.080401427,-0.0814369311,0.001035512,0.0803933394,-0.0814203525,0.0010270127,0.091702165
CardiovascularCold,77,MALE,77MALE,0.0790213232,-0.080064693,0.0010433779,0.079013038,-0.0800477094,0.0010346709,0.091702165
CardiovascularCold,78,MALE,78MALE,0.077653906,-0.0787059411,0.0010520434,0.0776454043,-0.0786885137,0.0010431089,0.091702165
CardiovascularCold,79,MALE,79MALE,0.0764348418,-0.0774981222,0.001063289,0.0764260886,-0.0774801792,0.0010540902,0.091702165
CardiovascularCold,80,MALE,80MALE,0.0751016753,-0.0761760427,0.0010743762,0.0750926506,-0.0761575431,0.001064892,0.0830272658
CardiovascularCold,81,MALE,81MALE,0.0737442858,-0.0748312977,0.0010870211,0.0737349506,-0.0748121616,0.0010772105,0.0830272658
CardiovascularCold,82,MALE,82MALE,0.0722895183,-0.0733903491,0.0011008403,0.0722798312,-0.0733704916,0.0010906599,0.0830272658
CardiovascularCold,83,MALE,83MALE,0.070601943,-0.0717150626,0.0011131294,0.0705918895,-0.0716944537,0.0011025638,0.0830272658
CardiovascularCold,84,MALE,84MALE,0.0690418918,-0.0701707098,0.0011288283,0.0690314146,-0.0701492325,0.0011178174,0.0830272658
CardiovascularCold,85,MALE,85MALE,0.0677150403,-0.0688662733,0.0011512438,0.0677040379,-0.0688437193,0.0011396809,0.0830272658
CardiovascularCold,86,MALE,86MALE,0.0664180922,-0.0675967124,0.0011786316,0.066406468,-0.0675728838,0.0011664153,0.0830272658
CardiovascularCold,87,MALE,87MALE,0.0648938445,-0.0661012221,0.0012073897,0.0648815347,-0.0660759881,0.0011944527,0.0830272658
CardiovascularCold,88,MALE,88MALE,0.0632904142,-0.0645306446,0.0012402432,0.0632773331,-0.0645038294,0.0012264956,0.0830272658
CardiovascularCold,89,MALE,89MALE,0.0628315355,-0.0641240261,0.0012925044,0.0628174792,-0.0640952118,0.0012777319,0.0830272658
CardiovascularCold,90,MALE,90MALE,0.0641442214,-0.0655291829,0.0013849767,0.06412868,-0.065497324,0.0013686432,0.0830272658
CardiovascularCold,91,MALE,91MALE,0.0661662444,-0.0676752768,0.0015090496,0.0661487055,-0.0676393231,0.0014906168,0.0830272658
CardiovascularCold,92,MALE,92MALE,0.0643714261,-0.0659379755,0.0015665679,0.0643525399,-0.0658992598,0.001546719,0.0830272658
CardiovascularCold,93,MALE,93MALE,0.0631661943,-0.0648063277,0.0016401533,0.0631458004,-0.0647645213,0.0016187199,0.0830272658
CardiovascularCold,94,MALE,94MALE,0.0636119272,-0.0653742475,0.0017623424,0.0635894105,-0.0653280896,0.001738678,0.0830272658
CardiovascularCold,95,MALE,95MALE,0.065987973,-0.0679357702,0.0019478222,0.0659624998,-0.0678835517,0.0019210507,0.0830272658
CardiovascularCold,96,MALE,96MALE,0.0686664011,-0.0708205528,0.0021541798,0.0686377021,-0.0707617216,0.0021240181,0.0830272658
CardiovascularCold,97,MALE,97MALE,0.0713011704,-0.073672172,0.0023710329,0.0712692134,-0.0736066624,0.0023374474,0.0830272658
CardiovascularCold,98,MALE,98MALE,0.0729002892,-0.0754596187,0.0025593633,0.0728657911,-0.0753889005,0.0025231077,0.0830272658
CardiovascularCold,99,MALE,99MALE,0.0765503411,-0.0793655004,0.0028151957,0.0765131168,-0.0792891943,0.0027760756,0.0830272658
CardiovascularCold,100,MALE,100MALE,0.0794558064,-0.0824495165,0.0029937472,0.0794179662,-0.0823719487,0.0029539806,0.0830272658
CardiovascularCold,101,MALE,101MALE,0.0896517166,-0.0929538561,0.0033021771,0.0896132634,-0.0928750327,0.0032617674,0.0830272658
CardiovascularCold,102,MALE,102MALE,0.0932327517,-0.0962903568,0.0030576349,0.093202216,-0.0962277644,0.0030255469,0.0830272658
CardiovascularCold,103,MALE,103MALE,0.0710573196,-0.0727146565,0.0016573489,0.071044977,-0.072689357,0.0016443794,0.0830272658
CardiovascularCold,104,MALE,104MALE,0.0232034198,-0.0234151524,0.0002117334,0.0232026685,-0.0234136126,0.000210944,0.0830272658
CardiovascularCold,105,MALE,105MALE,0,0,0,0,0,0,0.0830272658
CardiovascularCold,0,FEMALE,0FEMALE,0.0007202128,-0.0007202274,1.46595919387503E-008,0.0007202128,-0.0007202274,1.4657464532709E-008,0.1575654666
CardiovascularCold,1,FEMALE,1FEMALE,0.0006701379,-0.0006701527,1.47306738400978E-008,0.0006701379,-0.0006701527,1.47307268841113E-008,0.1575654666
CardiovascularCold,2,FEMALE,2FEMALE,0.000661461,-0.000661477,0.000000016,0.000661461,-0.000661477,0.000000016,0.1575654666
CardiovascularCold,3,FEMALE,3FEMALE,0.0006946154,-0.0006946341,1.86168209153092E-008,0.0006946154,-0.000694634,1.86141748012571E-008,0.1575654666
CardiovascularCold,4,FEMALE,4FEMALE,0.000753491,-0.0007535132,2.22395689838313E-008,0.000753491,-0.0007535132,2.22374459155202E-008,0.1575654666
CardiovascularCold,5,FEMALE,5FEMALE,0.0008186814,-0.0008187081,2.66266413355732E-008,0.0008186814,-0.0008187081,2.66233081623747E-008,0.8902518779
CardiovascularCold,6,FEMALE,6FEMALE,0.0008910182,-0.0008910501,3.19492457061124E-008,0.0008910182,-0.0008910501,3.19499055621028E-008,0.8902518779
CardiovascularCold,7,FEMALE,7FEMALE,0.0009709231,-0.0009709615,3.83981296829388E-008,0.0009709231,-0.0009709615,3.83967682122899E-008,0.8902518779
CardiovascularCold,8,FEMALE,8FEMALE,0.0010594223,-0.0010594685,4.6219865021951E-008,0.0010594223,-0.0010594685,4.62180653160209E-008,0.8902518779
CardiovascularCold,9,FEMALE,9FEMALE,0.0011594504,-0.0011595062,5.5770333688993E-008,0.0011594504,-0.0011595061,5.57671016665761E-008,0.8902518779
CardiovascularCold,10,FEMALE,10FEMALE,0.0012720088,-0.0012720762,6.73787599407307E-008,0.0012720088,-0.0012720762,6.73757256339326E-008,0.8902518779
CardiovascularCold,11,FEMALE,11FEMALE,0.0013980886,-0.00139817,8.14396508364192E-008,0.0013980886,-0.00139817,8.14368254953476E-008,0.8902518779
CardiovascularCold,12,FEMALE,12FEMALE,0.0015387764,-0.0015388748,9.84618028014599E-008,0.0015387764,-0.0015388748,9.84548607510957E-008,0.8902518779
CardiovascularCold,13,FEMALE,13FEMALE,0.001695447,-0.001695566,1.19068279535175E-007,0.001695447,-0.001695566,1.19065157615325E-007,0.8902518779
CardiovascularCold,14,FEMALE,14FEMALE,0.0018639902,-0.0018641338,1.43592635806821E-007,0.0018639902,-0.0018641338,1.43587418705614E-007,0.8902518779
CardiovascularCold,15,FEMALE,15FEMALE,0.0020455921,-0.0020457648,1.72681872048054E-007,0.0020455921,-0.0020457648,1.72673668564383E-007,0.3697515832
CardiovascularCold,16,FEMALE,16FEMALE,0.0022416483,-0.0022418554,2.07085309728901E-007,0.0022416483,-0.0022418554,2.07079434810634E-007,0.3697515832
CardiovascularCold,17,FEMALE,17FEMALE,0.0024537377,-0.0024539855,2.47851458559309E-007,0.0024537377,-0.0024539855,2.4784406920518E-007,0.3697515832
CardiovascularCold,18,FEMALE,18FEMALE,0.0026846906,-0.002684987,2.96409894201604E-007,0.0026846906,-0.002684987,2.96400437340701E-007,0.3697515832
CardiovascularCold,19,FEMALE,19FEMALE,0.0029364206,-0.0029367749,3.54218670777466E-007,0.0029364206,-0.0029367748,3.54204652272034E-007,0.3697515832
CardiovascularCold,20,FEMALE,20FEMALE,0.0032097693,-0.0032101919,4.22570340494064E-007,0.0032097693,-0.0032101918,4.22551644455297E-007,0.3697515832
CardiovascularCold,21,FEMALE,21FEMALE,0.0035051306,-0.0035056332,5.0268544409795E-007,0.0035051305,-0.0035056332,5.02660766632723E-007,0.3697515832
CardiovascularCold,22,FEMALE,22FEMALE,0.0038272552,-0.0038278533,5.98155289170237E-007,0.0038272551,-0.0038278533,5.98123749308051E-007,0.3697515832
CardiovascularCold,23,FEMALE,23FEMALE,0.0041809248,-0.0041816386,7.13833059337139E-007,0.0041809247,-0.0041816385,7.13789650515254E-007,0.3697515832
CardiovascularCold,24,FEMALE,24FEMALE,0.004568108,-0.004568962,8.54054060371671E-007,0.0045681079,-0.0045689619,0.000000854,0.3697515832
CardiovascularCold,25,FEMALE,25FEMALE,0.0049919849,-0.0049930091,1.02420787496879E-006,0.0049919848,-0.004993009,1.02413425469498E-006,0.3697515832
CardiovascularCold,26,FEMALE,26FEMALE,0.0054559321,-0.0054571642,1.23206216854447E-006,0.005455932,-0.005457164,0.000001232,0.3697515832
CardiovascularCold,27,FEMALE,27FEMALE,0.0059679066,-0.0059693967,1.49013252174087E-006,0.0059679065,-0.0059693965,0.00000149,0.3697515832
CardiovascularCold,28,FEMALE,28FEMALE,0.0065370484,-0.0065388606,1.81223724260294E-006,0.0065370482,-0.0065388603,1.81205266353159E-006,0.3697515832
CardiovascularCold,29,FEMALE,29FEMALE,0.0071706123,-0.007172825,2.21275031941053E-006,0.007170612,-0.0071728245,2.21249802381824E-006,0.3697515832
CardiovascularCold,30,FEMALE,30FEMALE,0.0078722028,-0.0078749118,2.70906514528992E-006,0.0078722024,-0.0078749111,2.7087155685932E-006,0.2749642341
CardiovascularCold,31,FEMALE,31FEMALE,0.0086467821,-0.0086501052,3.32306933375004E-006,0.0086467817,-0.0086501043,3.32258379991195E-006,0.2749642341
CardiovascularCold,32,FEMALE,32FEMALE,0.0095026054,-0.0095066927,4.08737528978234E-006,0.0095026047,-0.0095066914,4.08670507236645E-006,0.2749642341
CardiovascularCold,33,FEMALE,33FEMALE,0.0104570506,-0.010462102,5.05140994367488E-006,0.0104570497,-0.0104621001,5.05046994992583E-006,0.2749642341
CardiovascularCold,34,FEMALE,34FEMALE,0.0115170314,-0.0115233051,6.27377661799289E-006,0.0115170301,-0.0115233025,6.27245438628584E-006,0.2749642341
CardiovascularCold,35,FEMALE,35FEMALE,0.012696721,-0.0127045464,7.8253191102849E-006,0.0126967192,-0.0127045427,7.82343539597258E-006,0.2749642341
CardiovascularCold,36,FEMALE,36FEMALE,0.0140069609,-0.0140167442,9.78328812141549E-006,0.0140069584,-0.014016739,9.78060550450889E-006,0.2749642341
CardiovascularCold,37,FEMALE,37FEMALE,0.0154618828,-0.0154741315,1.22486778500192E-005,0.0154618791,-0.015474124,1.2244845090718E-005,0.2749642341
CardiovascularCold,38,FEMALE,38FEMALE,0.0170779926,-0.0170933531,1.53605380570667E-005,0.0170779873,-0.0170933424,1.53550526307241E-005,0.2749642341
CardiovascularCold,39,FEMALE,39FEMALE,0.0188545988,-0.0188738889,1.92901414268806E-005,0.0188545913,-0.0188738735,1.92822620942363E-005,0.2749642341
CardiovascularCold,40,FEMALE,40FEMALE,0.0208009625,-0.0208252254,2.42628731360523E-005,0.0208009517,-0.0208252032,2.42515014343687E-005,0.2749642341
CardiovascularCold,41,FEMALE,41FEMALE,0.022938792,-0.0229693338,3.05418062420799E-005,0.0229387763,-0.0229693017,3.05253656983729E-005,0.2749642341
CardiovascularCold,42,FEMALE,42FEMALE,0.0252683755,-0.0253067808,3.84053111413417E-005,0.0252683529,-0.0253067344,3.83815680497631E-005,0.2749642341
CardiovascularCold,43,FEMALE,43FEMALE,0.027793395,-0.0278415875,4.81925764051039E-005,0.0277933624,-0.0278415208,4.81583755410511E-005,0.2749642341
CardiovascularCold,44,FEMALE,44FEMALE,0.0305059781,-0.0305662725,6.029443998399E-005,0.0305059314,-0.0305661767,6.02453492163512E-005,0.2749642341
CardiovascularCold,45,FEMALE,45FEMALE,0.0334008606,-0.033476014,7.5153375769923E-005,0.0334007939,-0.0334758771,7.50832205535967E-005,0.1945754781
CardiovascularCold,46,FEMALE,46FEMALE,0.0364582419,-0.0365514287,9.31869230251422E-005,0.0364581471,-0.0365512345,9.30873743492177E-005,0.1945754781
CardiovascularCold,47,FEMALE,47FEMALE,0.0396328594,-0.0397473033,0.000114444,0.0396327272,-0.0397470324,0.0001143052,0.1945754781
CardiovascularCold,48,FEMALE,48FEMALE,0.0428479846,-0.0429866991,0.0001387147,0.0428478042,-0.0429863293,0.0001385251,0.1945754781
CardiovascularCold,49,FEMALE,49FEMALE,0.0460268556,-0.0461928558,0.0001660005,0.0460266132,-0.0461923591,0.0001657459,0.1945754781
CardiovascularCold,50,FEMALE,50FEMALE,0.0491732427,-0.0493704706,0.0001972282,0.049172918,-0.0493698052,0.0001968871,0.1945754781
CardiovascularCold,51,FEMALE,51FEMALE,0.0523186542,-0.0525518112,0.0002331574,0.0523182201,-0.0525509214,0.0002327013,0.1945754781
CardiovascularCold,52,FEMALE,52FEMALE,0.0554077682,-0.0556808006,0.000273033,0.0554071956,-0.055679627,0.0002724314,0.1945754781
CardiovascularCold,53,FEMALE,53FEMALE,0.0583470282,-0.0586625011,0.0003154736,0.0583462895,-0.0586609869,0.0003146974,0.1945754781
CardiovascularCold,54,FEMALE,54FEMALE,0.0610548199,-0.0614140101,0.0003591911,0.0610538889,-0.0614121019,0.0003582129,0.1945754781
CardiovascularCold,55,FEMALE,55FEMALE,0.0635131522,-0.0639163494,0.0004031982,0.0635120041,-0.063913996,0.0004019919,0.1945754781
CardiovascularCold,56,FEMALE,56FEMALE,0.0657002293,-0.0661466423,0.0004464144,0.0656988413,-0.0661437974,0.0004449561,0.1945754781
CardiovascularCold,57,FEMALE,57FEMALE,0.0676464693,-0.0681349537,0.000488486,0.0676448188,-0.0681315707,0.0004867518,0.1945754781
CardiovascularCold,58,FEMALE,58FEMALE,0.0693847951,-0.0699137872,0.000528994,0.0693828611,-0.0699098233,0.0005269621,0.1945754781
CardiovascularCold,59,FEMALE,59FEMALE,0.0708671989,-0.0714341447,0.000566948,0.0708649673,-0.0714295708,0.0005646034,0.1945754781
CardiovascularCold,60,FEMALE,60FEMALE,0.0721226344,-0.0727244387,0.0006018068,0.0721200952,-0.0727192341,0.0005991388,0.1149527936
CardiovascularCold,61,FEMALE,61FEMALE,0.0732206476,-0.0738544666,0.0006338218,0.0732177907,-0.0738486108,0.00063082,0.1149527936
CardiovascularCold,62,FEMALE,62FEMALE,0.0742213717,-0.0748841213,0.0006627526,0.0742181961,-0.0748776121,0.0006594159,0.1149527936
CardiovascularCold,63,FEMALE,63FEMALE,0.0751418007,-0.0758299245,0.0006881272,0.075138325,-0.0758228003,0.0006844752,0.1149527936
CardiovascularCold,64,FEMALE,64FEMALE,0.075900569,-0.076609867,0.0007093017,0.0758968553,-0.0766022549,0.0007053994,0.1149527936
CardiovascularCold,65,FEMALE,65FEMALE,0.0763890831,-0.07710928,0.0007202006,0.0763853041,-0.0771015339,0.0007162297,0.1149527936
CardiovascularCold,66,FEMALE,66FEMALE,0.076854815,-0.0775860943,0.0007312831,0.0768509686,-0.0775782102,0.0007272414,0.1149527936
CardiovascularCold,67,FEMALE,67FEMALE,0.0773080987,-0.078050787,0.0007426921,0.0773041821,-0.0780427591,0.0007385767,0.1149527936
CardiovascularCold,68,FEMALE,68FEMALE,0.0776481671,-0.0784020964,0.0007539332,0.0776441793,-0.0783939224,0.0007497429,0.1149527936
CardiovascularCold,69,FEMALE,69FEMALE,0.0777974148,-0.0785619576,0.0007645468,0.0777933564,-0.0785536389,0.0007602824,0.1149527936
CardiovascularCold,70,FEMALE,70FEMALE,0.0779005782,-0.0786754673,0.0007748931,0.0778964496,-0.0786670047,0.0007705549,0.0803808052
CardiovascularCold,71,FEMALE,71FEMALE,0.0780107508,-0.0787964944,0.0007857477,0.0780065476,-0.0787878789,0.0007813311,0.0803808052
CardiovascularCold,72,FEMALE,72FEMALE,0.0780707731,-0.078867309,0.0007965401,0.0780664938,-0.0788585375,0.0007920435,0.0803808052
CardiovascularCold,73,FEMALE,73FEMALE,0.0780995269,-0.0789069674,0.0008074447,0.0780951688,-0.0788980343,0.0008028653,0.0803808052
CardiovascularCold,74,FEMALE,74FEMALE,0.07792937,-0.0787468566,0.0008174909,0.0779249339,-0.0787377636,0.0008128295,0.0803808052
CardiovascularCold,75,FEMALE,75FEMALE,0.0775446331,-0.0783710406,0.0008264118,0.0775401211,-0.078361792,0.0008216707,0.0803808052
CardiovascularCold,76,FEMALE,76FEMALE,0.0769625763,-0.077796857,0.0008342852,0.07695799,-0.0777874562,0.000829466,0.0803808052
CardiovascularCold,77,FEMALE,77FEMALE,0.0762870091,-0.0771286043,0.0008415998,0.0762823484,-0.0771190511,0.0008367025,0.0803808052
CardiovascularCold,78,FEMALE,78FEMALE,0.0756063578,-0.0764553349,0.0008489817,0.0756016196,-0.0764456229,0.0008440031,0.0803808052
